-184	278	-200	-440	298	-74	-1694	954	1077	Running
310	1386	647	310	1386	647	-1476	1529	1152	Running
-504	216	-597	-713	105	-194	-1452	1493	1177	Running
-358	-313	-221	-358	-313	354	-1729	1164	1134	Running
108	127	-609	776	244	-609	-1690	796	862	Running
-376	938	226	-376	1927	1332	-1680	902	1057	Running
427	-667	-2	427	-667	-2	-1377	1825	1203	Running
-832	-30	-321	-879	528	-325	-1495	1464	1139	Running
-955	-104	-54	-955	-104	559	-1708	1216	1090	Running
965	372	1066	821	371	1066	-1694	844	842	Running
-353	3171	1936	159	4404	245	-1644	1085	1135	Running
-212	-1933	-540	-212	-1933	-540	-1404	1888	1226	Running
-966	831	190	-811	1160	190	-1559	1343	1262	Running
694	804	492	694	804	225	-1670	1002	1131	Running
936	1658	1386	610	1698	1386	-1651	773	877	Running
322	5424	-1069	-190	6362	1382	-1653	1435	1226	Running
-468	-674	-1358	-468	-674	-1870	-1479	1945	1240	Running
-55	1909	-1373	932	1006	-1410	-1735	1416	1283	Running
-1018	3792	1018	-1018	3024	2739	-1757	962	1129	Running
-354	266	-102	-244	266	-102	-1726	898	1059	Running
-599	4605	1235	-599	3891	1512	-1524	1497	1247	Running
281	-774	-1827	281	-774	-1571	-1385	1740	1240	Running
-605	2136	2911	-576	4925	2853	-1728	1230	1225	Running
-1232	1449	2004	-1232	1449	-390	-1709	802	970	Running
-326	252	24	-375	252	24	-1718	896	1081	Running
1787	617	654	2043	15	528	-1592	1659	1252	Running
-1048	-554	-238	-1048	-554	-238	-1521	1629	1233	Running
-1130	-357	578	-1636	-483	578	-1763	1247	1184	Running
739	16	357	739	-240	649	-1733	887	957	Running
-141	2515	1140	16	2515	1140	-1673	1094	1112	Running
543	-377	-528	31	-815	-829	-1487	1799	1197	Running
-1090	1632	632	-1090	1632	632	-1588	1430	1211	Running
-1500	350	395	-1322	411	395	-1748	1080	1105	Running
643	380	1035	643	892	1757	-1842	810	884	Running
-23	3966	759	-590	3966	759	-1859	977	1097	Running
45	-581	-101	-418	-648	-162	-1670	1694	1335	Running
-1563	1388	1399	-1563	1388	375	-1858	1403	1292	Running
951	5561	1656	1664	5493	1656	-1986	953	1058	Running
-274	401	778	-274	520	454	-2014	800	819	Running
52	6403	2060	52	6403	2060	-1907	1262	1206	Running
-689	-619	-1947	-314	-401	-1943	-1570	1929	1245	Running
652	1320	-1213	652	1320	-1763	-1817	1482	1193	Running
1124	3007	1553	-504	3007	1553	-1721	1023	920	Running
-462	426	865	-462	334	567	-1770	904	668	Running
-1419	3442	1709	-1419	3442	941	-1781	1233	1196	Running
231	-765	-1741	51	-596	-1741	-1496	1654	1325	Running
-529	3357	339	-529	5866	416	-1859	1163	1214	Running
-637	1599	1012	-623	1599	1012	-1859	717	845	Running
433	341	-316	31	260	-312	-1860	758	926	Running
755	647	158	755	647	414	-1669	1472	1335	Running
-696	-808	-440	-985	-863	-440	-1483	1442	1385	Running
-1054	-629	-1077	-798	-1	79	-1823	1094	1239	Running
1112	76	601	1112	76	601	-1806	679	812	Running
-360	1349	1570	-55	2301	1570	-1775	826	1059	Running
134	-1004	-213	134	-1004	-783	-1562	1688	1413	Running
-1687	1928	1505	-1759	1928	1505	-1679	1334	1353	Running
-275	1142	1127	1261	2036	983	-1686	1032	1206	Running
355	1173	1383	355	1173	1383	-1638	891	869	Running
193	5266	153	-38	5354	1762	-1692	1246	1160	Running
-536	-960	-1342	-536	-960	-1241	-1442	1818	1318	Running
699	974	-1776	1058	937	-1776	-1860	1238	1350	Running
-1457	3555	2422	-1457	2968	3255	-1901	745	1179	Running
8	234	-847	52	234	-847	-1638	976	1122	Running
82	3582	1978	1106	2654	-152	-1471	1703	1158	Running
-895	-434	-1232	-895	-434	-1232	-1314	1842	1247	Running
-927	3195	1917	-1133	4863	1917	-1706	1154	1276	Running
-208	1696	-259	-208	928	-1214	-1748	722	896	Running
-213	301	497	-226	301	497	-1697	819	1043	Running
781	-87	388	598	-253	-35	-1404	1677	1307	Running
-670	130	-270	-670	130	-526	-1353	1497	1275	Running
-700	-354	221	-1248	-747	221	-1671	1246	1169	Running
772	95	924	772	351	1447	-1729	890	877	Running
-241	2084	877	-191	2084	877	-1633	1128	1129	Running
94	-906	-459	-162	-1264	-613	-1391	1899	1166	Running
-978	779	-661	-978	779	-661	-1562	1442	1190	Running
-811	145	987	346	811	820	-1658	1087	1088	Running
498	1400	2207	498	1400	1365	-1671	858	869	Running
708	4481	409	499	5159	409	-1552	1188	1170	Running
-604	-1178	-464	-604	-1178	-893	-1285	1920	1191	Running
-702	3929	2074	-62	3929	2074	-1609	1319	1209	Running
909	1033	566	909	3191	1036	-1704	1013	1062	Running
300	933	843	474	933	843	-1750	855	848	Running
90	4085	666	312	4183	1399	-1691	1437	1216	Running
-381	-510	-279	-381	-510	-279	-1458	1794	1250	Running
-1236	2841	1752	-556	1853	1752	-1710	1294	1221	Running
614	1330	913	614	3122	701	-1820	1028	1077	Running
849	885	1003	657	885	1003	-1857	850	859	Running
-660	4710	1207	-839	4759	670	-1725	1203	1218	Running
-468	-974	-438	-468	-974	-694	-1489	1707	1312	Running
92	964	1078	663	-295	1078	-1659	1212	1252	Running
158	1429	703	158	2648	889	-1756	932	1109	Running
611	269	326	613	269	326	-1825	864	1008	Running
-178	4279	-197	-1082	3979	-35	-1780	1147	1289	Running
93	-514	348	93	-514	196	-1592	1493	1355	Running
-574	-14	541	-400	-62	541	-1659	1192	1285	Running
-55	1737	818	-55	1737	645	-1614	1064	1232	Running
400	263	353	524	359	353	-1600	868	1052	Running
-86	2474	883	-86	2730	381	-1423	1149	1204	Running
-429	869	456	-452	877	456	-1247	1505	1244	Running
-100	816	243	-100	801	867	-1140	1245	1134	Running
-206	2583	487	-105	2777	487	-1059	1192	1066	Running
-233	648	910	-233	663	739	-1034	1066	985	Running
228	3077	392	511	3077	392	-788	1589	1085	Running
-198	-124	-713	-198	55	-820	-575	1855	938	Running
1109	2203	455	1109	2203	455	-710	1226	903	Running
-84	1532	-98	-340	1488	623	-703	1157	804	Running
702	438	408	702	438	408	-768	1019	665	Running
-715	3093	596	-715	2871	1130	-710	1094	731	Running
-566	-262	342	-566	-262	342	-668	1305	818	Running
37	-79	-513	75	57	-683	-754	1053	640	Running
693	2942	1064	693	2942	-472	-766	997	514	Running
-54	2767	1677	-582	2759	1677	-805	975	336	Running
476	380	448	476	380	448	-831	999	306	Running
428	3222	584	-223	3106	743	-931	848	480	Running
-864	-208	532	-864	-208	456	-1001	961	853	Running
-541	241	61	-523	268	61	-1085	787	548	Running
-734	1250	2088	-734	1250	973	-966	888	323	Running
-361	739	1114	-20	877	1114	-994	1044	60	Running
338	1520	453	338	1520	453	-1063	902	204	Running
158	-117	904	158	-37	201	-1176	850	804	Running
-389	-245	-750	-608	-24	-750	-1226	808	640	Running
-156	4182	716	-156	4182	-743	-1145	822	406	Running
-390	2810	1562	-869	2424	1608	-1070	978	83	Running
-107	356	-880	-107	356	-880	-1053	1014	122	Running
-758	3502	1439	-452	2188	883	-1210	802	726	Running
-203	-643	-1701	-203	-643	-1701	-1137	924	796	Running
719	3807	-1217	719	3356	-2269	-1089	844	495	Running
-310	2727	1876	-565	2727	1876	-981	962	180	Running
206	419	-47	206	419	-198	-972	1066	99	Running
-216	3639	844	-906	3674	844	-1136	769	562	Running
-44	-559	-800	-44	-559	-996	-1083	889	816	Running
-646	1067	-583	264	1037	-583	-1071	773	517	Running
1002	4074	1524	1002	3050	1582	-962	886	235	Running
624	736	202	93	406	202	-966	984	136	Running
-426	4530	1169	-426	4530	1169	-1104	737	548	Running
-633	-744	-382	-633	-440	-371	-1036	979	969	Running
-819	1920	960	-898	1943	960	-1135	685	573	Running
1718	5448	948	1718	6751	1341	-987	770	355	Running
536	1199	1058	354	1199	1058	-993	927	97	Running
473	5199	1230	473	4836	328	-1098	709	452	Running
-864	-1144	-598	-992	-1144	-598	-1059	999	1030	Running
-570	1620	518	-570	1620	995	-1141	708	641	Running
-248	-558	29	979	93	157	-1087	767	321	Running
1271	1223	2460	1271	1223	1948	-965	983	13	Running
814	5094	939	-13	5648	939	-1028	703	389	Running
-822	-1051	-976	-822	-1051	-1488	-995	997	1082	Running
-358	2381	1236	-20	2398	1236	-1086	686	611	Running
2801	5204	1229	2801	5204	517	-965	763	274	Running
-21	466	494	15	502	494	-938	943	56	Running
30	4563	387	30	5075	1175	-1049	705	429	Running
-90	-494	-519	28	-355	-519	-1087	891	997	Running
-320	3836	3435	-320	2556	1553	-1164	665	542	Running
1461	5628	798	89	5608	798	-1089	765	146	Running
-583	-29	751	-583	227	141	-1049	916	-7	Running
143	5390	2144	134	5472	2144	-1096	678	562	Running
-420	-152	-345	-420	-152	-907	-1125	796	958	Running
-287	2351	2500	219	2475	2500	-1208	573	406	Running
624	5560	26	624	5048	1113	-1171	682	116	Running
169	581	229	136	556	229	-1170	807	-28	Running
-288	3968	1525	-288	3712	817	-1263	590	510	Running
-415	-423	51	-492	-584	51	-1494	597	819	Running
-554	1256	2029	-554	1256	1652	-1614	462	442	Running
-1	3234	1229	-173	3483	1229	-1607	426	290	Running
68	504	533	68	504	533	-1754	599	-4	Running
207	1765	-11	207	2413	188	-1795	476	212	Running
164	1165	374	205	1165	374	-1932	460	573	Running
40	83	660	40	455	833	-2009	528	616	Running
-375	2629	-925	154	1756	-925	-2015	568	574	Running
180	1449	-456	180	1449	-511	-1855	609	151	Running
0	1192	453	21	1140	379	-1697	760	-63	Running
-197	1516	587	-197	1516	587	-1579	817	-112	Running
-1097	2539	904	-1040	2298	943	-1579	610	204	Running
-115	610	-470	-100	610	-470	-1674	554	535	Running
-147	442	1587	-220	1158	2158	-1719	599	596	Running
-607	2238	2091	-2020	2238	2091	-1703	619	674	Running
-690	501	684	-690	501	684	-1692	627	337	Running
-25	1128	193	-25	1128	193	-1525	751	51	Running
-121	1128	387	-121	1128	317	-1372	882	-48	Running
